key,source,Translation
BA492FFB4AD9221812E95D9E8F38AD19,"A master supplier who optimizes resource distribution across all human settlements with calculated precision. Their carefully planned economic systems ensure every citizen receives exactly what they need - no more, no less. Their work is essential for maintaining perfect equilibrium in humanity's resource distribution.","Un fornitore maestro che ottimizza la distribuzione delle risorse in tutti gli insediamenti umani con precisione calcolata. I loro sistemi economici accuratamente pianificati garantiscono che ogni cittadino riceva esattamente ciò di cui ha bisogno - né più, né meno. Il loro lavoro è essenziale per mantenere un equilibrio perfetto nella distribuzione delle risorse dell'umanità."
D7BA5DC54FE820F60A1A49B2CD260CB7,"A mysterious white capsule has descended, carrying gifts from beyond. Its contents reflect the quality of humans you've sent to the stars. Sail to the Drop Pod and discover what has been bestowed upon you—essential tools for continuing humanity's revival.","Una misteriosa capsula bianca è discesa, portando doni da oltre. Il suo contenuto riflette la qualità degli umani che hai inviato alle stelle. Naviga verso il Drop Pod e scopri cosa ti è stato donato—strumenti essenziali per continuare la rinascita dell'umanità."
3EBB46A54E6B7BB5AB36CEBCFE3600DA,"A visionary leader who not only explores but drives humanity forward, pushing the limits of what is possible. They're not just passengers of exploration but the driving force behind massive ventures, akin to historical figures like Zheng He or Marco Polo.","Un leader visionario che non solo esplora, ma guida l'umanità avanti, spingendo i limiti di ciò che è possibile. Non sono solo passeggeri dell'esplorazione, ma la forza trainante dietro enormi imprese, simili a figure storiche come Zheng He o Marco Polo."
924DEA904826B1A58EA2A6AF11C028F6,"A volunteer who eagerly jumps at any chance to be part of exploration missions. With both mental and physical readiness, they are the first to sign up for dangerous missions, excited to explore the unknown.","Un volontario che salta con entusiasmo a ogni occasione per far parte di missioni di esplorazione. Con prontezza mentale e fisica, sono i primi a iscriversi per missioni pericolose, entusiasti di esplorare l'ignoto."
9D2F684A43FA706ED4A5C9844617DD40,ABC Chest armor,Cesta armatura ABC
55BCF9604FE853F566F68B8AA319C78F,AI-guided deep mental exploration sessions,Sessioni di esplorazione mentale profonda guidate dall'IA
BF4EB09D477C606CF590628F924A3A43,"Ability to generate novel ideas and see the world in unique, imaginative ways.",Capacità di generare idee nuove e vedere il mondo in modi unici e immaginativi.
0EC00A7E4A8E29BE3FA0349DB2D6CAAC,Ability to remain calm and persistent in the face of delays or difficulties.,Capacità di rimanere calmi e persistenti di fronte a ritardi o difficoltà.
EB1C5286487761700968B08453D64950,Access the Seed Chamber,Accesso alla Camera dei Semi.
000159174172805F64EEE28761F52421,Activate the Navigational Relay,Attiva il Relay di Navigazione.
30784FEE4344B9C8B50BC19857C456FC,Activate the Navigational Relay,Attiva il Relay di Navigazione.
7CC8F66247763D36564E359E16A53D33,Activate the Navigational Relay,Attiva il Relay di Navigazione.
F5FE7D6D40897E0712A08099CFA7D7EE,Activate the Navigational Relay,Attiva il Relay di Navigazione.
C020F3D24F1B2CCF4B56BC9A08722FD9,Activate the Navigational Relay 15,Attiva il Relay di Navigazione 15.
2D30B7AD491D2BAE8CC40B9BB561B69A,Activate the Navigational Relay at Beacon 15,Attiva il Relay di Navigazione al Beacon 15.
5528B76146F4870F18AF83B14C820895,Activate the Navigational Relay at Beacon 15,Attiva il Relay di Navigazione al Beacon 15.
FDBD3B0F4A1A463295901A89E6616BE5,Activate the Navigational Relay at Beacon 15,Attiva il Relay di Navigazione al Beacon 15.
66157FB7454EACED660774B6E9F76FA5,Activate the Navigational Relay at Beacon 32,Attiva il Relay di Navigazione al Beacon 32.
C61B9B764B5AA5F4C4990CAFDFAAC033,Activate the Navigational Relay at Beacon 32,Attiva il Relay di Navigazione al Beacon 32.
DD958DC94CEBAF1BEF14038F7D401A31,Activate the Navigational Relay at Beacon 32,Attiva il Relay di Navigazione al Beacon 32.
322E5EA446E92A0F2D2AB0BC6AA779E0,Activate the Navigational Relay at the top of the Lazarus Complex.,Attiva il Relay di Navigazione in cima al Complesso Lazarus.
A28561C7426A51D77D74599F721E7DEA,Activate the Power,Attiva l'Alimentazione.
077D89324BACF0BEC7C5B1B04BA705E5,Activate the Relay,Attiva il Relay.
84EE913740A4787F210B6182441E01FE,Activate the main power switch,Attiva l'interruttore principale.
5018C9CC4ABC21A92310B489B50EAE2F,"Activates cellular repair mechanisms and delays cellular aging, leading to an extended lifespan.","Attiva i meccanismi di riparazione cellulare e ritarda l'invecchiamento cellulare, portando a una vita più lunga."
046C54D147E4B6B8D0B3C1BA2AC06E8E,Adaptability,Adattabilità.
CF38A87143617175A6CC4FB4C2E9B953,Add,Aggiungi.
9F23A7D94CBAFE5002D7C1A15FCDB20C,Advanced Tech,Tecnologia Avanzata.
BDC0F9874FCB3716E3F09EB611F31481,Aged Lazarus Cylinder,Cilindro di Lazarus Invecchiato.
0264878942EF378C3B0D3693AF9F0E26,Aged Lazarus Seed Container,Contenitore di Semi di Lazarus Invecchiato.
2F5C8D694511405BF66193B7CC6BA818,Aged Lazarus Vial,Fiala di Lazarus Invecchiata.
3CCADCCB495B8B0ABA5995826F9B4606,Air Vent Plate,Piastra di Ventilazione dell'Aria.
F2BC491E46A6F841314A74A0F67E6DA1,Air Vent Plate,Piastra di Ventilazione dell'Aria.
E55B201647CF734EBA81B48A8D8980CA,Air condition unit,Unità di Condizionamento dell'Aria.
D0B4281842960CAF4D6F019C93249F58,All the rest,Tutto il resto.
310F58264AD6AB04E52FAFBA964707AF,"Alters energy balance, causing the body to store fat more readily and resist fat breakdown.","Modifica l'equilibrio energetico, causando al corpo di immagazzinare grasso più facilmente e resistere alla scomposizione del grasso."
BA393573436C8A6F1B023F8EF5B4CA2F,Aluminium Plate,Piastra di Alluminio.
12B9A2C1425109266F5C3BA93EE3E336,Ammo,Munizioni.
8E21B4F8479370B238BE59BBBC780D3B,Ammunition,Munizioni.
74D259A041A0CDB430897BAB93DEDE96,Apple Seed,Semi di Mela.
DB42102F45A7F3B099A2DA949AFB2126,Apple Seed,Semi di Mela.
E1450E8A4ACA0F8D0FE10E90FA04836D,Apprentice caretaker,Custode Apprendista.
2399D99E48B8B84F6886A988BC0CAD2B,Armor,Armatura.
1A3F42C84072720510A4CA929DFE2195,Armors,Armature.
E924893A40E34626A2AE868321E34E88,Ascension,Ascensione.
349C82A5455E9A60372C28A8B8373839,Attachment,Attacco.
47CCE48C4432DB5C8A92728316A4343B,Attachments,Attacchi.
E00E2F414F8F5152A534C39A2073CB61,Audio Test,Test Audio
7B009BBF4490B7BC164035AD42090B2F,Awakening The Hall,Risveglio della Sala
7DDDAE2A41467ED08694418604F93E88,Backpack,Zaino
413E134747E75AB884342A86354FDB02,Backpacks,Zaini
872CA96146DC6A363301469FA380D6B7,Basic Supplier,Fornitore di Base
E9D1F1CB4AC419CBA4029598D007FFD4,Basketball,Palla da Basket
0F3E451F46A115DE35F7D7940D5F4E9F,Battery,Batteria
DF5EF5D9443FF5FC6C3BF18EC1FEB9C7,Beyond the Horizon,Oltre l'Orizzonte
E52D9D4742C3EE47364BBA925E53D816,Biosphere Director,Direttore della Biosfera
E6F7A4564DEB384C7A2243BD974CC3C0,Boat,Barca
3AA0CCB841376D62DA2401A720395814,Boom Box,Cassa Boom
B9F2CFD44E40C299467D50B623E29A00,Bot Controller,Controllore Bot
C331F2DA4ED1BFC13F0E04855BE58D2A,Bowling Ball,Palla da Bowling
01316F9A45CE52DCFEA6489A73B46494,Bowling Pin,Bottiglia da Bowling
CA9CF07B43005288558A648623C39C0D,"Brain function, memory, learning, and decision-making","Funzione cerebrale, memoria, apprendimento e processo decisionale"
253D238A4EC64B8263BD3DA53547F524,Breacher Barrel,Barile Breacher
CEB4D6DE4A92D163A805D0B383A293EF,Breacher Barrel,Barile Breacher
C2839C0341FA2B44EE7222979DF55E8D,Bring the parts to fabrication site of the,Porta i pezzi al sito di fabbricazione del
C97D78CA494ABD7FD6F8E893699EEDDD,Bristol Grave,Tomba di Bristol
0FCC8CFA43C4E19CFC60E496618DE244,Broken Baby,Bambino Rotto
1247E1384AE2DCC32671C790A965E26F,Broken Condenser Unit,Unità di Condensazione Rotta
628C9E0C4178F4E9E93211BD1831E014,Broken Display,Display Rotto
DAD74907431350961F726BBA9D9B19D3,Broken Display,Display Rotto
E7D9191A415E2EE638B5ACBA59454CD7,Broken Display,Display Rotto
D8EF7E5649D2C968E319D2ACDE8536AD,Broken Electric Motor,Motore Elettrico Rotto
598E9FA8404570879534D19EA2765014,Broken Laser Bob,Laser Bob Rotto
749AD856400E559985D4A885E108F55D,Broken Nocturne Nematode,Nematode Notturno Rotto
6BD1E5A34A99E064750BBB846B705CAD,Broken Roller Boy,Roller Boy Rotto
2D2ABACC4E855A5B7397399A9520EDE9,Broken Rotting Shark,Squalo In Decomposizione Rotto
EC6D45F142E37A296A232487EFE049B1,Broken Shark,Squalo Rotto
7A63C78142905EBC825692927BA0974F,Broken Steel Tube,Tubo d'Acciaio Rotto
99E3893F4EA5A95B068EC8AC31DD0675,Broken Sweetheart,Sweetheart Rotto
7CC0B46B4AE3A5A9A78FC4961C24B6B0,Broken Vent,Ventola Rotta
5DD590F54EED91966D17CF828CAB1D65,Broken display,Display Rotto
841C259E4C5211323A827B8F39DA3C1F,Broken display,Display Rotto
08FA8E1A48EE879A32669883CF6358B7,Broken robot,Robot Rotto
173F53F0478BA4FFA250D883CB0A7508,Broken robot,Robot Rotto
0C109FD84E512B2D7E19E28BC6782E5F,Broken save station,Stazione di Salvataggio Rotta
21F557024336890EFEC84386397F03A8,Broken save station,Stazione di Salvataggio Rotta
12A6D92849F7DAF1EF22A48A5295A4FE,Bug stompers (Leg armor),Bug Stompers (Armatura per le Gambe)
2EA10092427A5D9678011F8B182A978D,Build a Cart,Costruisci un Carrello
E8EC322540687BADA1A15185E491E4C8,Build time reduced by {0} and consumption {1}. Craft time is reduced by {2} and consumption by {3}.,Tempo di costruzione ridotto di {0} e consumo {1}. Il tempo di creazione è ridotto di {2} e il consumo di {3}.
0E48AEDE44F7F9D46D44C482D2360F86,Build your own tree!,Costruisci il tuo albero!
877F3E9A4A4D57260CA01983D7FB9E13,Building useful items from scratch,Costruire oggetti utili da zero
35A148534AD96A35EC6E78ADF4959AF6,Buoy,Boia
9A5A20D24BD749584848B28C759681F2,Buoy,Boia
EDC86D154CC3CBDA19F106B6D93DA045,Cable,Cavo
130C521B41761055E6E80B9E92811517,Cable Extender,Estensore di Cavo
AF73D35C4B74A51D61798595B0EF4E50,Cable Extender,Estensore di Cavo
